Id,Label
0,1
1,0
2,0
3,1
4,0
5,1
6,0
7,1
8,0
9,0
10,1
11,0
12,1
13,1
14,0
15,1
16,0
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,0
25,1
26,1
27,0
28,0
29,1
30,1
31,1
32,0
33,1
34,1
35,1
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,1
49,1
50,1
51,0
52,0
53,1
54,0
55,1
56,1
57,1
58,1
59,0
60,1
61,0
62,1
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,1
76,1
77,1
78,1
79,0
80,1
81,1
82,0
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,0
91,0
92,1
93,1
94,0
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,1
113,0
114,0
115,1
116,0
117,1
118,1
119,0
120,1
121,0
122,1
123,1
124,1
125,0
126,1
127,1
128,1
129,0
130,1
131,0
132,0
133,1
134,0
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,0
143,1
144,0
145,0
146,1
147,1
148,0
149,0
150,0
151,0
152,1
153,1
154,1
155,1
156,0
157,1
158,1
159,1
160,1
161,1
162,1
163,0
164,0
165,1
166,0
167,1
168,1
169,1
170,0
171,0
172,1
173,0
174,1
175,1
176,0
177,0
178,0
179,0
180,1
181,1
182,1
183,0
184,1
185,1
186,0
187,1
188,1
189,0
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,1
209,0
210,1
211,1
212,0
213,0
214,1
215,1
216,1
217,1
218,0
219,0
220,1
221,1
222,1
223,1
224,1
225,0
226,0
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,0
237,1
238,0
239,0
240,1
241,1
242,0
243,0
244,0
245,1
246,1
247,0
248,1
249,1
250,1
251,0
252,1
253,0
254,0
255,0
256,1
257,1
258,1
259,1
260,1
261,1
262,0
263,1
264,0
265,1
266,1
267,0
268,0
269,0
270,0
271,1
272,0
273,0
274,1
275,0
276,1
277,0
278,0
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,0
301,1
302,0
303,1
304,0
305,1
306,1
307,0
308,1
309,1
310,1
311,0
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,0
329,1
330,1
331,0
332,1
333,1
334,1
335,0
336,0
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,0
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,1
361,1
362,0
363,1
364,0
365,1
366,0
367,0
368,1
369,1
370,1
371,0
372,0
373,0
374,0
375,1
376,1
377,0
378,1
379,1
380,0
381,0
382,1
383,1
384,1
385,0
386,0
387,1
388,0
389,1
390,0
391,0
392,0
393,1
394,0
395,0
396,0
397,0
398,1
399,0
400,0
401,1
402,1
403,0
404,0
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,0
413,0
414,0
415,1
416,1
417,0
418,1
419,0
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,0
429,0
430,1
431,1
432,1
433,1
434,1
435,1
436,0
437,1
438,1
439,1
440,1
441,1
442,0
443,0
444,1
445,1
446,0
447,0
448,1
449,0
450,1
451,1
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,0
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,0
469,0
470,0
471,0
472,0
473,1
474,0
475,1
476,1
477,0
478,1
479,1
480,0
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,1
489,1
490,1
491,0
492,0
493,0
494,0
495,1
496,0
497,0
498,1
499,0
500,1
501,1
502,1
503,1
504,0
505,0
506,1
507,1
508,1
509,0
510,1
511,0
512,1
513,1
514,0
515,0
516,1
517,0
518,1
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,0
527,1
528,0
529,1
530,1
531,1
532,1
533,1
534,0
535,0
536,1
537,0
538,0
539,1
540,0
541,1
542,0
543,0
544,1
545,1
546,0
547,1
548,0
549,0
550,1
551,1
552,1
553,1
554,0
555,1
556,1
557,1
558,1
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,1
592,1
593,1
594,0
595,1
596,1
597,0
598,1
599,0
600,1
601,0
602,0
603,1
604,1
605,1
606,0
607,1
608,1
609,0
610,1
611,1
612,1
613,0
614,1
615,1
616,1
617,0
618,1
619,0
620,0
621,1
622,1
623,1
624,1
625,1
626,1
627,0
628,1
629,1
630,0
631,0
632,1
633,0
634,1
635,0
636,1
637,0
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,1
646,0
647,1
648,1
649,1
650,0
651,0
652,0
653,0
654,1
655,0
656,1
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,1
675,0
676,1
677,1
678,1
679,0
680,1
681,1
682,0
683,0
684,0
685,1
686,0
687,0
688,1
689,0
690,1
691,1
692,0
693,0
694,0
695,1
696,0
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,1
708,0
709,0
710,1
711,1
712,1
713,1
714,1
715,0
716,1
717,0
718,1
719,0
720,0
721,0
722,1
723,1
724,0
725,1
726,0
727,1
728,1
729,1
730,0
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,1
739,1
740,0
741,0
742,1
743,1
744,0
745,1
746,0
747,1
748,1
749,0
750,0
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,1
759,0
760,1
761,0
762,1
763,0
764,0
765,0
766,1
767,0
768,1
769,1
770,0
771,0
772,0
773,1
774,1
775,0
776,1
777,1
778,1
779,0
780,1
781,1
782,0
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,1
792,1
793,1
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,0
808,1
809,0
810,1
811,1
812,1
813,0
814,0
815,1
816,1
817,1
818,0
819,0
820,1
821,0
822,0
823,1
824,1
825,0
826,1
827,1
828,0
829,1
830,1
831,1
832,1
833,1
834,0
835,0
836,0
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,0
853,1
854,0
855,1
856,0
857,0
858,1
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,1
867,0
868,0
869,1
870,1
871,1
872,0
873,1
874,1
875,1
876,0
877,1
878,0
879,1
880,1
881,0
882,0
883,1
884,1
885,0
886,1
887,1
888,0
889,1
890,1
891,0
892,1
893,1
894,1
895,0
896,1
897,1
898,1
899,0
900,0
901,1
902,1
903,1
904,0
905,0
906,1
907,1
908,1
909,1
910,0
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,1
924,1
925,1
926,0
927,1
928,1
929,1
930,1
931,1
932,1
933,0
934,1
935,1
936,1
937,1
938,1
939,0
940,1
941,1
942,0
943,1
944,1
945,1
946,0
947,1
948,0
949,0
950,1
951,1
952,0
953,0
954,0
955,0
956,1
957,1
958,1
959,1
960,0
961,0
962,1
963,1
964,0
965,1
966,0
967,0
968,1
969,1
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,1
982,1
983,0
984,1
985,1
986,1
987,1
988,0
989,0
990,1
991,1
992,1
993,1
994,1
995,0
996,1
997,1
998,0
999,1
1000,1
1001,0
1002,1
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,1
1010,1
1011,1
1012,1
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,0
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,0
1053,0
1054,1
1055,0
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,1
1064,0
1065,1
1066,1
1067,1
1068,1
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,0
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,0
1096,0
1097,1
1098,0
1099,1
1100,1
1101,1
1102,1
1103,1
1104,0
1105,1
1106,1
1107,0
1108,0
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,0
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,1
1125,1
1126,1
1127,0
1128,0
1129,1
1130,0
1131,1
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,1
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,1
1149,1
1150,1
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,0
1161,1
1162,0
1163,0
1164,1
1165,1
1166,0
1167,0
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,0
1185,0
1186,0
1187,1
1188,1
1189,0
1190,1
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,1
1198,1
1199,0
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,0
1227,0
1228,1
1229,0
