Id,Predicted
0,1.0
1,0.9993893
2,2.4080276e-05
3,1.0
4,0.010689825
5,0.039553672
6,1.8149614e-05
7,0.030795366
8,1.0
9,0.99999905
10,0.0011510849
11,1.0
12,0.9999527
13,0.0030847192
14,1.0848045e-05
15,0.00024110079
16,0.059046507
17,0.9999988
18,0.2112763
19,0.0003142953
20,0.9999999
21,0.00022500753
22,0.025126517
23,1.0
24,1.0
25,0.00085783005
26,0.027894258
27,1.6093254e-05
28,0.9995163
29,0.07028815
30,0.26974905
31,0.00014165044
32,0.011450499
33,0.00015544891
34,9.1820955e-05
35,0.029815465
36,0.00094640255
37,0.0004349351
38,0.99995613
39,1.0
40,0.0016788542
41,1.0
42,0.00012072921
43,0.008522004
44,0.947433
45,1.0
46,0.9894899
47,0.20411325
48,0.045258075
49,0.11821532
50,1.347065e-05
51,0.00018113852
52,0.1933811
53,2.0802021e-05
54,0.9991415
55,0.35360026
56,3.1888485e-05
57,0.05951947
58,0.04707715
59,0.0017063022
60,1.40964985e-05
61,0.99999994
62,4.8846006e-05
63,0.97822666
64,1.0
65,0.19504201
66,0.00022366643
67,0.018184692
68,0.0053135157
69,0.07175693
70,0.0005314946
71,0.9999999
72,0.16741532
73,0.00019389391
74,1.0
75,1.809001e-05
76,0.85764843
77,0.00032144785
78,0.0012615025
79,1.2844801e-05
80,0.00011193752
81,2.1576881e-05
82,0.9999993
83,0.999993
84,0.99996245
85,0.08122519
86,0.9999965
87,1.758337e-05
88,0.9991522
89,1.0
90,0.091243535
91,0.9719279
92,0.0016641915
93,1.0
94,0.00028142333
95,0.9983016
96,0.76987624
97,0.38915437
98,0.99711597
99,0.00011795759
100,1.0
101,6.2584877e-06
102,0.00018697977
103,0.00061413646
104,1.7285347e-05
105,0.0018157363
106,0.9998729
107,4.2051077e-05
108,0.00033724308
109,0.00021356344
110,0.0049447417
111,0.99999964
112,0.017196268
113,0.07026729
114,0.00044071674
115,0.9921131
116,0.99249417
117,1.4454126e-05
118,0.036329985
119,0.00012755394
120,1.0
121,0.999951
122,6.3598156e-05
123,1.5228987e-05
124,0.99748874
125,0.14431301
126,0.0007196069
127,0.9996976
128,0.99999446
129,0.014810473
130,3.3408403e-05
131,0.0007585287
132,0.029052794
133,0.029425621
134,0.99999976
135,0.9997575
136,0.0014804006
137,0.5652295
138,0.001200527
139,0.0149281025
140,0.063688725
141,0.009318888
142,0.9987267
143,0.9999666
144,0.06600094
145,0.23696026
146,2.4467707e-05
147,1.0
148,4.4077635e-05
149,0.0008624196
150,0.031209081
151,0.9916997
152,0.0001219511
153,0.0064058304
154,0.00015124679
155,7.554889e-05
156,4.348159e-05
157,0.0027983487
158,0.9999998
159,0.9999994
160,0.0019922256
161,0.0002219379
162,0.9973971
163,0.99849457
164,2.0593405e-05
165,0.0007477701
166,1.335144e-05
167,0.9958049
168,0.0030528307
169,1.7881393e-05
170,0.9992524
171,0.1662755
172,0.063723
173,0.0045844615
174,0.023601681
175,1.2814999e-05
176,0.05796337
177,0.057995856
178,0.00044453144
179,1.0
180,2.4974346e-05
181,0.9999998
182,2.4586916e-05
183,1.0
184,0.905488
185,2.3424625e-05
186,0.99688035
187,1.0
188,0.020170748
189,0.99973226
190,0.0012874007
191,1.21593475e-05
192,1.6629696e-05
193,0.99892795
194,2.4855137e-05
195,0.0025763512
196,2.2232533e-05
197,0.9999811
198,1.0
199,1.3887882e-05
200,0.9999368
201,0.99276125
202,0.99999785
203,0.00013539195
204,0.0010857284
205,0.00017282367
206,0.99990153
207,1.0
208,0.9971164
209,0.21911934
210,3.784895e-05
211,0.99989253
212,0.0015039444
213,0.00018900633
214,0.0016198456
215,0.024642408
216,1.0311604e-05
217,1.770258e-05
218,2.732873e-05
219,0.2261864
220,0.9999026
221,0.0007355809
222,0.9999985
223,0.00013974309
224,0.0007585287
225,0.9999423
226,0.00021246076
227,0.00017881393
228,0.0018846691
229,2.2232533e-05
230,0.058689296
231,0.99963
232,0.0094798505
233,1.7553568e-05
234,0.000100284815
235,0.000102341175
236,0.57629555
237,0.99834836
238,5.5015087e-05
239,0.9999994
240,0.99998873
241,0.014453113
242,0.9956771
243,0.0044407845
244,0.9999507
245,2.5868416e-05
246,0.9999996
247,0.9999777
248,0.9998053
249,1.6659498e-05
250,1.0
251,1.0
252,0.084142
253,1.0
254,1.2814999e-05
255,0.009793788
256,0.00017046928
257,0.00012660027
258,0.0124771595
259,0.006833434
260,0.023405403
261,0.9999948
262,1.6719103e-05
263,2.104044e-05
264,0.06422752
265,0.99999416
266,0.9999843
267,0.0014550388
268,0.009420842
269,0.0052092373
270,0.00013813376
271,0.033602
272,0.9993998
273,0.00012847781
274,1.40964985e-05
275,0.9999998
276,0.94319046
277,0.023749888
278,0.9998402
279,1.6599894e-05
280,0.12935069
281,0.20200044
282,0.00010448694
283,1.0
284,0.99988794
285,0.00020056963
286,0.9999986
287,0.5033461
288,1.0
289,0.9999808
290,0.99999905
291,0.0021492243
292,0.9966875
293,1.5616417e-05
294,0.0018767715
295,0.000336349
296,9.1552734e-05
297,1.9282103e-05
298,0.9999999
299,0.00013768673
300,0.19500953
301,1.0
302,0.0018247664
303,0.00084641576
304,0.9999995
305,0.0001000762
306,0.9999416
307,0.99999964
308,0.00019574165
309,0.99999523
310,6.464124e-05
311,0.004178971
312,2.554059e-05
313,3.4689903e-05
314,1.3679266e-05
315,2.8908253e-05
316,0.99999964
317,1.0
318,0.013352156
319,0.99999464
320,0.777135
321,0.0027240515
322,0.0019577146
323,0.0015187263
324,0.99949306
325,0.05234012
326,0.009344876
327,0.04849714
328,0.9999796
329,7.510185e-05
330,0.13664213
331,0.9998367
332,0.99997425
333,0.00026917458
334,0.0002603233
335,0.7160265
336,8.225441e-06
337,0.062079966
338,0.56110764
339,0.0001347959
340,1.0
341,1.0
342,0.23680097
343,0.58084047
344,0.19689202
345,0.09374067
346,0.008669257
347,0.07905689
348,0.99997044
349,0.01628998
350,1.0
351,6.714463e-05
352,1.0
353,0.36332965
354,0.00094878674
355,3.71933e-05
356,0.0014811158
357,0.00039160252
358,0.99449694
359,0.00014808774
360,0.99994665
361,0.06387469
362,0.0012433827
363,0.0036091208
364,0.00021377206
365,7.942319e-05
366,1.0
367,0.98919415
368,0.2017031
369,0.00016918778
370,0.0011892617
371,0.025087714
372,0.097592026
373,9.775162e-06
374,0.9999947
375,0.0011389256
376,0.0011970401
377,6.464124e-05
378,0.156118
379,0.0006775558
380,1.8626451e-05
381,0.06082937
382,0.0013103187
383,0.9999999
384,0.00014477968
385,1.2278557e-05
386,1.1563301e-05
387,0.00012415648
388,1.0
389,0.96934426
390,0.999999
391,1.2040138e-05
392,0.0308702
393,1.0
394,9.775162e-06
395,0.038941175
396,0.0047974885
397,0.042121112
398,0.999998
399,0.7176334
400,0.00015541911
401,6.619096e-05
402,0.99999166
403,0.03154269
404,0.0017846823
405,0.0005033314
406,0.00010034442
407,0.99999547
408,0.12562647
409,0.0044112504
410,1.5079975e-05
411,0.00059363246
412,0.9999993
413,0.17985162
414,0.100467354
415,0.99993855
416,0.00018170476
417,0.0014671683
418,0.04326722
419,0.24443448
420,0.99853957
421,1.0
422,0.00084912777
423,0.97562313
424,0.003203839
425,0.99985695
426,2.7686357e-05
427,0.99999976
428,1.0
429,0.99999017
430,0.0013087392
431,0.0023657978
432,0.999778
433,0.028412998
434,0.035539895
435,0.00016891956
436,0.0036413968
437,1.5735626e-05
438,2.3305416e-05
439,0.01487571
440,4.7415495e-05
441,0.00040960312
442,7.4505806e-06
443,0.99999464
444,1.9609928e-05
445,1.0
446,0.28683588
447,1.8388033e-05
448,0.9999495
449,0.999928
450,0.00021269917
451,0.99992096
452,3.7252903e-05
453,0.99863744
454,0.015640646
455,1.0
456,0.00026366115
457,4.848838e-05
458,0.092923015
459,5.787611e-05
460,1.1444092e-05
461,0.90999794
462,0.9330162
463,0.3221172
464,0.00013017654
465,0.9999999
466,0.9999871
467,0.9965533
468,0.00013136864
469,0.9995221
470,1.0
471,0.17574927
472,0.9996685
473,0.00018683076
474,0.0032319129
475,0.1958932
476,1.6570091e-05
477,0.053337127
478,0.9983271
479,0.0011260808
480,2.5391579e-05
481,0.99992955
482,1.0
483,0.0068233907
484,1.0
485,0.98992527
486,1.0550022e-05
487,0.99999845
488,0.0015191436
489,6.377697e-06
490,0.00065132976
491,0.9999934
492,0.14878759
493,4.8577785e-06
494,0.18496755
495,1.6570091e-05
496,0.101909906
497,1.0
498,0.9989462
499,0.99999243
500,0.004658371
501,9.340048e-05
502,1.0
503,0.0003862679
504,0.15851685
505,0.00013059378
506,0.12996179
507,0.99999034
508,0.00017556548
